,MeanR,VarianceR,SkewnessR,KurtosisR,ContrastR,EntropyR,EnergyR,HomoR,CorreR
0,57.25180053710938,98.7154057645464,1.271366065569546,-0.2206225186574353,1.692299645487018,11731.96228553921,0.6150536379943002,0.6795806017559773,0.3995950678892083
1,79.53684997558594,96.97781519567336,0.8192757842424816,-0.8542010350226934,2.26024286661655,12896.70568321078,0.3758655360862184,0.5101243607761353,0.3156914009906167
2,47.57023620605469,90.01605934997819,1.528563391981179,0.6145388092833124,1.401411421739284,3841.290927715264,0.7307204707637935,0.8900476773257834,0.7633014661189329
3,92.17118835449219,97.83699105872593,0.5455830044430551,-1.186029927377242,2.539557926317923,14449.06878063726,0.3226818814827707,0.4673100544273934,0.2467984430854237
4,95.74769592285156,98.98235627381736,0.4869198434946326,-1.261135776600812,2.594268334227725,15144.73609068628,0.3115376595873649,0.4546276238498857,0.2284442479853416
5,91.05879211425781,100.7082575782118,0.5988574307867041,-1.226732741642423,2.496244538988196,15239.02982536764,0.3253707742362921,0.4620608038033561,0.2499201513837199
6,51.64591979980469,94.64810511905068,1.434647494479425,0.2366859149052889,1.660450642016716,10985.1512254902,0.6308417827901266,0.6832362904117897,0.3885516085940431
7,48.65032958984375,91.0212614732106,1.491339543725195,0.484037090245482,1.430861976502032,4118.432852250489,0.7238246510002149,0.8830084184403435,0.7517952428726069
8,57.25180053710938,98.7154057645464,1.271366065569546,-0.2206225186574353,1.692299645487018,11731.96228553921,0.6150536379943002,0.6795806017559773,0.3995950678892083
9,59.51847839355469,99.40221807685077,1.205118088522896,-0.3756633937721374,1.78676835543761,12320.63250612745,0.5939082911446693,0.6554395125511142,0.3780977895630396
10,49.13832092285156,91.47445514916691,1.484694499873543,0.4678348988457572,1.412729391716918,3920.034858121331,0.7250177055372774,0.8890654367170686,0.7660858326295795
11,50.85552978515625,93.6706692475441,1.433407408789356,0.2733414424064797,1.414596702056361,4231.374266144813,0.721415118770786,0.8855095534481958,0.7592059649968519
12,47.70291137695312,91.3065468256952,1.563104355440826,0.6517668041681386,1.617986391057294,10218.54054840686,0.6462246652927508,0.6945025944096783,0.3888835151016886
13,91.05879211425781,100.7082575782118,0.5988574307867041,-1.226732741642423,2.496244538988196,15239.02982536764,0.3253707742362921,0.4620608038033561,0.2499201513837199
14,52.82780456542969,92.34945269895101,1.343689665016106,0.08964086819875705,1.564990299702643,4342.247125733857,0.6921121588028079,0.8636769653289377,0.7457593272273281
15,41.13020324707031,86.36292037525354,1.795403011323255,1.483143410352907,1.35273512296867,7636.633272058823,0.709647579040088,0.7665269241728278,0.4896078626837453
16,43.20458984375,87.97793188469893,1.724933821687725,1.235616520446016,1.390787919308977,8007.352359068627,0.6966622638138539,0.755620161036726,0.4842697730228412
17,47.59872436523438,90.19775512112446,1.584136118789548,0.8090728671062748,1.524193051873381,8363.151225490195,0.6554141780938855,0.7278182486244011,0.4874653157829748
18,47.83113098144531,93.74867334075738,1.562946870883374,0.5854762819859927,1.380157727402309,12056.26213235294,0.6663605406242501,0.7098428735092528,0.3160970069111002
19,59.39840698242188,101.4274075694107,1.226210371493639,-0.370744752241611,1.627199418852298,12681.65830269608,0.6122514555665258,0.6793255709154012,0.3852194717963897
20,43.20458984375,87.97793188469893,1.724933821687725,1.235616520446016,1.390787919308977,8007.352359068627,0.6966622638138539,0.755620161036726,0.4842697730228412
21,49.3729248046875,90.09641355074704,1.440905776580309,0.3678260680248879,1.463768667686262,4068.73027764188,0.7116554218723984,0.8733350128530999,0.7497234618849793
22,36.73020935058594,80.8909917836999,1.959586848340047,2.180113865339217,1.371955907197455,7016.353615196078,0.7225699706968621,0.7658756901935786,0.4655185238689307
23,86.09959411621094,100.1663284215042,0.7914205990634199,-0.9808214059191944,2.379064728013616,14158.0755055147,0.3247509826807526,0.4751470423742298,0.295857372810659
24,50.14497375488281,92.6351663344677,1.450625604429521,0.3411648962675633,1.439933355103044,4188.014845278866,0.7203363379016122,0.8825026924375983,0.7563162919596559
25,51.86833190917969,91.87314408368464,1.374356645256256,0.1726350603030391,1.542558204098319,4308.752048679061,0.6968665737299774,0.8665081495735479,0.7451020976826285
26,56.04222106933594,97.85611907541306,1.304403145277533,-0.1379293272811095,1.712595695092783,12005.84742647059,0.6102692570539121,0.6657936261594215,0.3747603321195196
27,51.81500244140625,92.24876068768121,1.376964531878659,0.166230579923381,1.501004911137722,4402.196856653621,0.7003843213031345,0.8675796720720311,0.7416921885199859
28,50.85552978515625,93.6706692475441,1.433407408789356,0.2733414424064797,1.414596702056361,4231.374266144813,0.721415118770786,0.8855095534481958,0.7592059649968519
29,43.33024597167969,81.62953287821493,1.558918291127228,0.8542256850745544,1.442591526316606,3179.428846624266,0.7247739414016849,0.8793763755696199,0.7617598426702125
30,52.36112976074219,93.38888950159865,1.373913778382561,0.1398172273178582,1.487739291159393,4365.730063600784,0.7050354339774819,0.8742417124423822,0.7500491287968359
31,52.85964965820312,92.32742848450212,1.345561191178211,0.09600185475636946,1.587196129407028,4336.90574547456,0.6908899096755078,0.8643108758135155,0.7459506327855904
32,56.04222106933594,97.85611907541306,1.304403145277533,-0.1379293272811095,1.712595695092783,12005.84742647059,0.6102692570539121,0.6657936261594215,0.3747603321195196
33,59.67697143554688,99.35001831709491,1.207293051235957,-0.3640852699984762,1.801039419851582,12365.30093443627,0.5860743340321801,0.6494991802878258,0.3751824081488722
34,51.84487915039062,93.59781177941642,1.400666021442158,0.2040022970098709,1.458179994206975,4365.546095278864,0.709988292762767,0.8774493195610317,0.75117788875889
