0.27240923	0	3.3925731	0.6535102	0	-2.4545198	0.60558997	0	-3.1727827
0.30831146	0	3.4816931	0.65792847	0	-2.3439897	0.57108476	0	-2.925265
0.2980175	0	5.2921038	0.66533555	0	-3.9589433	0.58354505	0	-4.8602078
0.30831146	0	3.4816931	2.5412989	28.629333	0.91091292	1.2558287	0.65792847	0	-2.3439897	1.4896019	28.629333	0.91091292	1.2558287	0.57108476	0	-2.925265	2.2843586	28.629333	0.91091292	1.2558287
0.2980175	0	5.2921038	2.3117899	56.834377	0.91622259	1.2085555	0.66533555	0	-3.9589433	1.4189799	56.834377	0.91622259	1.2085555	0.58354505	0	-4.8602078	2.0641318	56.834377	0.91622259	1.2085555
0.30000687	0	6.0867163	2.3162947	76.808969	0.91666	1.1895642	0.66521941	0	-5.1960119	1.4280554	76.808969	0.91666	1.1895642	0.58198293	0	-6.005355	2.0597266	76.808969	0.91666	1.1895642
0.29966206	0	3.0553832	2.3316319	26.482482	0.91811656	1.1560738	0.67012363	0	-3.3324866	1.3828269	26.482482	0.91811656	1.1560738	0.58355692	0	-3.332312	2.0827832	26.482482	0.91811656	1.1560738
0.3040443	0	5.0074188	2.3752447	219.52597	0.91914245	1.0608379	0.67659654	0	-7.5993709	1.3476008	219.52597	0.91914245	1.0608379	0.58188375	0	-5.8155866	2.1287365	219.52597	0.91914245	1.0608379
0.30271149	0	3.2584494	2.3156452	77.343089	0.91931787	1.0816176	0.67712318	0	-5.2841753	1.3446161	77.343089	0.91931787	1.0816176	0.58327103	0	-3.9326353	2.071745	77.343089	0.91931787	1.0816176
0.30654526	0	1.0607067	2.327119	79.254752	0.92038314	1.0518267	0.67883958	0	-4.5355063	1.3035109	79.254752	0.92038314	1.0518267	0.57941076	0	-1.2026502	2.0898713	79.254752	0.92038314	1.0518267
0.29840046	0	5.6539463	2.2867942	134.63323	0.9207594	1.0667318	0.6832854	0	-4.8809985	1.3257994	134.63323	0.9207594	1.0667318	0.58949831	0	-4.67858	2.0498155	134.63323	0.9207594	1.0667318
0.29344983	0	8.4155706	2.2605117	293.82128	0.92354423	1.0505438	0.68412251	0	-6.2541741	1.3100846	293.82128	0.92354423	1.0505438	0.59469053	0	-7.4566395	2.0291717	293.82128	0.92354423	1.0505438
0.28379695	0	7.4692568	2.0699347	244.29907	0.92820731	1.002428	0.69132953	0	-6.6029071	1.2935395	244.29907	0.92820731	1.002428	0.60663011	0	-8.2313624	1.8392874	244.29907	0.92820731	1.002428
